ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Year,Date,Month,Day,Hour,Weekday,Time_Duration(min)
A-512670,MapQuest-Bing,201.0,Low,2019-12-25 12:06:08,2019-12-25 12:35:49,34.036815999999995,-118.291573,,,0.0,#1 lane blocked due to accident on CA-110 Northbound at Exits 22A 22B I-110.,2101.0,S Vermont Ave,R,Los Angeles,Los Angeles,CA,90007-1696,US,US/Pacific,KCQT,2019-12-25 11:52:00,60.0,60.0,53.0,29.76,10.0,Variable,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-25,Dec,25,12,Wed,30.0
A-512671,MapQuest,201.0,Low,2019-12-25 13:04:18,2019-12-25 13:33:59,33.701508000000004,-117.704552,,,0.0,#1 lane blocked due to accident on CA-241 Northbound at Exit 25 Portola Pkwy.,,CA-241 N,R,Irvine,Orange,CA,92618,US,US/Pacific,KSNA,2019-12-25 12:53:00,58.0,58.0,60.0,29.9,10.0,SSW,6.0,0.01,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-25,Dec,25,13,Wed,30.0
A-512672,MapQuest,201.0,Low,2019-12-25 13:09:38,2019-12-25 15:07:08,33.878391,-117.657677,,,0.0,Middle lane blocked due to accident on CA-91 Eastbound at Exit 44 Green River Rd.,,Green River Rd,R,Corona,Riverside,CA,92880,US,US/Pacific,KAJO,2019-12-25 12:56:00,54.0,54.0,72.0,29.39,10.0,SW,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-25,Dec,25,13,Wed,118.0
A-512673,MapQuest-Bing,201.0,High,2019-12-25 13:39:07,2019-12-25 14:08:47,33.604328,-117.690552,,,0.0,#3 lane blocked due to accident on I-5 Southbound at Exit 90 Alicia Pkwy.,,Alicia Pkwy,R,Laguna Hills,Orange,CA,92653,US,US/Pacific,KSNA,2019-12-25 13:53:00,59.0,59.0,60.0,29.88,10.0,South,5.0,0.01,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-25,Dec,25,13,Wed,30.0
A-512674,MapQuest,201.0,High,2019-12-25 13:39:49,2019-12-25 14:09:16,33.858456,-117.98439,,,0.0,#1 lane blocked due to accident on I-5 Southbound at Exits 113C 114 114A 114B CA-91 Exits 23C 24.,,I-5 S,R,Buena Park,Orange,CA,90621,US,US/Pacific,KFUL,2019-12-25 13:53:00,56.0,56.0,67.0,29.83,10.0,SE,5.0,0.01,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-25,Dec,25,13,Wed,29.0
A-512675,MapQuest-Bing,201.0,High,2019-12-25 13:43:01,2019-12-25 15:07:10,33.733047,-117.405968,,,0.0,#3 lane blocked due to accident on I-15 Southbound at Exit 85 Indian Truck Trl.,,Corona Fwy S,R,Lake Elsinore,Riverside,CA,92530,US,US/Pacific,KF70,2019-12-25 13:35:00,54.0,54.0,54.0,28.51,10.0,SSW,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-25,Dec,25,13,Wed,84.0
A-512676,MapQuest,241.0,High,2019-12-25 13:51:21,2019-12-25 15:37:07,34.077293,-118.469994,,,0.0,Middle lane blocked due to accident on I-405 Northbound at Exit 57B Sepulveda Blvd.,,I-405 N,R,Los Angeles,Los Angeles,CA,90049,US,US/Pacific,KSMO,2019-12-25 13:51:00,56.0,56.0,64.0,29.74,10.0,SSW,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-25,Dec,25,13,Wed,106.0
A-512677,MapQuest,246.0,High,2019-12-25 14:46:03,2019-12-25 18:42:00,34.08865,-118.47525,,,0.0,Three lanes blocked due to accident on I-405 Northbound at Exit 57B Sepulveda Blvd. SigAlert issued.,,I-405 N,R,Los Angeles,Los Angeles,CA,90049,US,US/Pacific,KSMO,2019-12-25 14:51:00,55.0,55.0,67.0,29.73,10.0,SSW,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-25,Dec,25,14,Wed,236.0
A-512678,MapQuest-Bing,201.0,Low,2019-12-25 14:59:14,2019-12-25 18:15:23,33.91642,-118.269623,,,0.0,Accident on El Segundo Blvd at San Pedro St.,300.0,E El Segundo Blvd,R,Los Angeles,Los Angeles,CA,90061-2740,US,US/Pacific,KHHR,2019-12-25 14:53:00,57.0,57.0,57.0,29.86,10.0,Variable,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2019,2019-12-25,Dec,25,14,Wed,196.0
A-512679,MapQuest-Bing,203.0,Low,2019-12-25 17:12:30,2019-12-25 19:12:00,34.120461,-117.736107,,,0.0,HOV lane blocked due to multi-vehicle accident on CA-210 at Exit 50 Towne Ave.,,CA-210 W,R,Claremont,Los Angeles,CA,91711,US,US/Pacific,KPOC,2019-12-25 16:47:00,52.0,52.0,71.0,28.84,10.0,SE,6.0,0.06217729970326399,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2019,2019-12-25,Dec,25,17,Wed,120.0
A-512680,MapQuest,241.0,High,2019-12-25 17:10:50,2019-12-25 18:25:21,34.763252,-118.795227,,,0.0,#2 lane blocked due to accident on I-5 Southbound at Exits 198 198B CA-138.,47396.0,Zenobia Way,R,Lebec,Los Angeles,CA,93243,US,US/Pacific,KSDB,2019-12-25 17:06:00,36.0,26.0,93.0,25.25,0.25,SSE,16.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2019,2019-12-25,Dec,25,17,Wed,75.0
A-512681,MapQuest,201.0,High,2019-12-25 17:55:12,2019-12-25 18:51:04,34.037491,-118.219727,,,0.0,Lane blocked due to accident on I-5 Eastbound at I-5.,,Golden State Fwy N,R,Los Angeles,Los Angeles,CA,90023,US,US/Pacific,KCQT,2019-12-25 17:52:00,58.0,58.0,60.0,29.69,10.0,SE,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,2019,2019-12-25,Dec,25,17,Wed,56.0
A-512682,MapQuest,201.0,High,2019-12-25 17:54:09,2019-12-25 22:23:56,34.064877,-118.002846,,,0.0,Lane blocked due to accident on I-10 Westbound at Exits 31A 31B I-605 Exit 22.,,I-10 W,R,Baldwin Park,Los Angeles,CA,91706,US,US/Pacific,KEMT,2019-12-25 17:53:00,56.0,56.0,67.0,29.8,10.0,SE,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,2019,2019-12-25,Dec,25,17,Wed,270.0
A-512683,MapQuest,201.0,High,2019-12-25 17:55:31,2019-12-25 18:55:21,33.024681,-117.079056,,,0.0,Lane blocked due to accident on I-15 Southbound at Exit 24 Rancho Bernardo Rd.,,Escondido Fwy S,R,San Diego,San Diego,CA,92127,US,US/Pacific,KRNM,2019-12-25 17:53:00,46.0,46.0,93.0,28.46,10.0,Calm,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,2019,2019-12-25,Dec,25,17,Wed,60.0
A-512684,MapQuest-Bing,201.0,High,2019-12-25 18:05:17,2019-12-25 19:35:08,32.797092,-117.149643,,,0.0,Lane blocked due to accident on I-805 Southbound at Exit 20A Mesa College Dr.,,I-805 S,R,San Diego,San Diego,CA,92123,US,US/Pacific,KMYF,2019-12-25 17:53:00,53.0,53.0,77.0,29.5,10.0,SSE,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,2019,2019-12-25,Dec,25,18,Wed,90.0
A-512685,MapQuest,201.0,High,2019-12-25 18:55:23,2019-12-25 20:25:07,33.888878000000005,-118.188927,,,0.0,Accident on I-710 Northbound at Exits 9 9A 9B Alondra Blvd.,,I-710 S,R,Compton,Los Angeles,CA,90221,US,US/Pacific,KLGB,2019-12-25 18:53:00,54.0,54.0,75.0,29.82,10.0,ESE,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-25,Dec,25,18,Wed,90.0
A-512686,MapQuest,201.0,High,2019-12-25 19:00:48,2019-12-25 22:30:28,33.862774,-117.259743,,,0.0,Accident on I-215 Northbound at Exit 23 Harley Knox Blvd.,,Escondido Fwy S,R,Perris,Riverside,CA,92571,US,US/Pacific,KRIV,2019-12-25 18:58:00,47.0,43.0,100.0,28.28,10.0,ESE,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-25,Dec,25,19,Wed,210.0
A-512687,MapQuest,201.0,High,2019-12-25 20:19:29,2019-12-25 21:18:35,34.007187,-118.157295,,,0.0,Middle lane blocked due to accident on I-5 Southbound at Exit 129 Eastern Ave.,,I-5 S,R,Los Angeles,Los Angeles,CA,90040,US,US/Pacific,KCQT,2019-12-25 19:52:00,57.0,57.0,62.0,29.66,10.0,Variable,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-25,Dec,25,20,Wed,59.0
A-512688,MapQuest,201.0,High,2019-12-25 20:59:30,2019-12-25 22:13:43,34.707703,-118.79599,,,0.0,Accident on I-5 Northbound at Exit 195 Smokey Bear Rd.,,Golden State Fwy N,R,Lebec,Los Angeles,CA,93243,US,US/Pacific,KSDB,2019-12-25 20:59:00,34.0,23.0,96.0,25.21,0.25,SE,20.0,0.01,Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-25,Dec,25,20,Wed,74.0
A-512689,MapQuest,201.0,Low,2019-12-25 21:34:46,2019-12-25 22:17:25,34.047996999999995,-118.266312,,,0.0,Lane blocked due to accident on CA-110 Northbound at Exits 22A 22B I-110. SigAlert issued.,,CA-110 N,R,Los Angeles,Los Angeles,CA,90017,US,US/Pacific,KCQT,2019-12-25 21:52:00,53.0,53.0,77.0,29.63,3.0,Variable,7.0,0.18,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-25,Dec,25,21,Wed,43.0
A-512690,MapQuest-Bing,201.0,Low,2019-12-25 21:51:59,2019-12-25 22:36:47,33.660740000000004,-117.873703,,,0.0,Accident on Bristol St at Birch St.,,Bristol St S,R,Newport Beach,Orange,CA,92660,US,US/Pacific,KSNA,2019-12-25 21:53:00,55.0,55.0,77.0,29.78,5.0,ESE,8.0,0.03,Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,2019,2019-12-25,Dec,25,21,Wed,45.0
A-512691,MapQuest-Bing,241.0,High,2019-12-25 21:55:07,2019-12-25 22:39:42,34.151661,-118.141609,,,0.0,#1 lane blocked due to accident on I-210 Eastbound at Corson St.,,N Los Robles Ave,R,Pasadena,Los Angeles,CA,91101,US,US/Pacific,KMWS,2019-12-25 21:53:00,49.50386130811663,47.859465357337704,79.85673758865249,29.272025316455625,7.644866385372715,ESE,9.078211147225232,0.06217729970326399,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-25,Dec,25,21,Wed,45.0
A-512692,MapQuest,201.0,Low,2019-12-26 09:25:44,2019-12-26 10:25:33,43.021584,-78.974457,,,0.0,Accident on I-190 Southbound at Exit 19 CR-75 Whitehaven Rd.,,Whitehaven Rd,R,Grand Island,Erie,NY,14072,US,US/Eastern,KIAG,2019-12-26 09:53:00,34.0,29.0,92.0,29.5,5.0,East,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-26,Dec,26,9,Thu,60.0
A-512693,MapQuest,201.0,Low,2019-12-26 04:09:53,2019-12-26 04:56:14,42.582012,-70.963516,,,0.0,Accident on I-95 Northbound at Exit 49 MA-62 Maple St.,,I-95 N,R,Danvers,Essex,MA,01923,US,US/Eastern,KBVY,2019-12-26 03:53:00,31.0,25.0,82.0,30.14,10.0,North,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-26,Dec,26,4,Thu,46.0
A-512694,MapQuest,201.0,Low,2019-12-26 04:23:38,2019-12-26 05:09:50,42.331573,-71.094223,,,0.0,Accident on Malcolm X Blvd at MA-28 Columbus Ave.,,Tremont St,R,Roxbury Crossing,Suffolk,MA,02120,US,US/Eastern,KBOS,2019-12-26 03:54:00,35.0,31.0,72.0,30.25,10.0,NNW,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,2019,2019-12-26,Dec,26,4,Thu,46.0
A-512695,MapQuest,246.0,High,2019-12-26 08:12:08,2019-12-26 09:25:29,42.516026,-71.003639,,,0.0,Three lanes blocked due to accident on I-95 Northbound before Exit 44A Broadway. No recent updates.,,I-95 N,R,Lynnfield,Essex,MA,01940,US,US/Eastern,KBVY,2019-12-26 07:53:00,30.0,25.0,75.0,30.22,10.0,North,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-26,Dec,26,8,Thu,73.0
A-512696,MapQuest,201.0,Low,2019-12-26 08:47:45,2019-12-26 09:47:23,42.164909,-70.890869,,,0.0,Accident on MA-3 Southbound near Exit 14 MA-228 Hingham St.,,MA-3 S,R,Rockland,Plymouth,MA,02370,US,US/Eastern,KMQE,2019-12-26 08:53:00,36.0,36.0,73.0,30.32,10.0,Calm,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-26,Dec,26,8,Thu,60.0
A-512697,MapQuest,201.0,High,2019-12-26 13:31:02,2019-12-26 14:47:01,41.880013,-71.377792,,,0.0,Right lane blocked due to accident on I-95 Northbound at Exits 27 28 29 George St.,,I-95 N,R,Pawtucket,Providence,RI,02860,US,US/Eastern,KSFZ,2019-12-26 13:20:00,39.0,34.0,70.0,29.87,10.0,ENE,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-26,Dec,26,13,Thu,76.0
A-512698,MapQuest,201.0,Low,2019-12-26 16:15:31,2019-12-26 17:30:31,42.971722,-71.312302,,,0.0,Accident on NH-121 Chester Rd both ways at Maverick Dr.,730.0,Chester Rd,R,Auburn,Rockingham,NH,03032-3340,US,US/Eastern,KMHT,2019-12-26 15:53:00,34.0,30.0,64.0,30.14,10.0,SE,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-26,Dec,26,16,Thu,75.0
A-512699,MapQuest,241.0,High,2019-12-26 01:44:36,2019-12-26 03:01:05,42.377151,-83.03936800000002,,,1.95000004768,Right lane blocked and right hand shoulder blocked due to accident on I-94 Westbound from Exit 218 Edsel Ford Fwy to Exits 217 217A 217B Edsel Ford Fwy.,,Edsel Ford Fwy W,R,Detroit,Wayne,MI,48211,US,US/Eastern,KDET,2019-12-26 01:53:00,38.0,38.0,93.0,29.35,5.0,Calm,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-26,Dec,26,1,Thu,76.0
A-512700,MapQuest,241.0,Low,2019-12-26 02:37:31,2019-12-26 03:06:56,42.402534,-83.097595,,,0.0,Left lane blocked due to accident on M-8 Davison Fwy Eastbound at Davison Ser Dr.,,Davison Fwy E,R,Highland Park,Wayne,MI,48203,US,US/Eastern,KDET,2019-12-26 02:53:00,38.0,38.0,97.0,29.36,5.0,SSE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-26,Dec,26,2,Thu,29.0
A-512701,MapQuest,201.0,High,2019-12-26 02:49:23,2019-12-26 04:18:18,42.475361,-83.110283,,,0.850000023842,Entry ramp to I-696 Eastbound at Exit 61 from I-75 Northbound lane blocked due to accident.,25000.0,W Brickley Ave,R,Hazel Park,Oakland,MI,48030,US,US/Eastern,KDET,2019-12-26 02:53:00,38.0,38.0,97.0,29.36,5.0,SSE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-26,Dec,26,2,Thu,89.0
A-512702,MapQuest,241.0,Low,2019-12-26 03:44:56,2019-12-26 05:54:54,42.960491,-83.632912,,,0.0,Lane blocked due to accident on Maple Ave at Center Rd.,4001.0,E Maple Ave,L,Grand Blanc,Genesee,MI,48439-7960,US,US/Eastern,KFNT,2019-12-26 03:53:00,42.0,38.0,89.0,29.13,8.0,SSE,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-26,Dec,26,3,Thu,130.0
A-512703,MapQuest,201.0,High,2019-12-26 05:22:43,2019-12-26 10:44:44,42.477058,-83.099991,,,0.469999998808,Exit ramp from I-696 Eastbound at Exit 19 to Couzens Ave Eastbound lane blocked and shoulder blocked due to accident.,,I-696 E,R,Madison Heights,Oakland,MI,48071,US,US/Eastern,KVLL,2019-12-26 05:15:00,38.0,38.0,97.0,29.25,5.0,Calm,0.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-26,Dec,26,5,Thu,322.0
A-512704,MapQuest,201.0,Low,2019-12-26 07:21:46,2019-12-26 08:59:02,43.000851,-83.728302,,,0.0,Accident on Knapp Ave at Brown St.,2999.0,Brown St,L,Flint,Genesee,MI,48503-3274,US,US/Eastern,KFNT,2019-12-26 06:53:00,46.0,42.0,79.0,29.13,10.0,South,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,2019,2019-12-26,Dec,26,7,Thu,97.0
A-512705,MapQuest,201.0,Low,2019-12-26 08:15:08,2019-12-26 08:59:52,42.836128,-83.703232,,,0.0,Accident on Fenton Rd at Lakeside Lndg.,13267.0,N Fenton Rd,R,Fenton,Genesee,MI,48430-1115,US,US/Eastern,KFNT,2019-12-26 07:53:00,46.0,42.0,83.0,29.12,10.0,South,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-26,Dec,26,8,Thu,45.0
A-512706,MapQuest,201.0,Low,2019-12-26 08:42:54,2019-12-26 10:12:36,43.01228,-83.685806,,,0.0,Accident on M-21 5th St at Harrison St.,120.0,E 5th St,R,Flint,Genesee,MI,48502-1637,US,US/Eastern,KFNT,2019-12-26 08:53:00,48.0,45.0,80.0,29.15,9.0,South,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-26,Dec,26,8,Thu,90.0
A-512707,MapQuest,201.0,High,2019-12-26 10:02:40,2019-12-26 12:17:09,42.476357,-83.11144300000002,,,0.0,Right lane blocked due to accident on I-75 Southbound at Exit 61 I-696 Exit 18.,,Chrysler Expy N,R,Hazel Park,Oakland,MI,48030,US,US/Eastern,KDET,2019-12-26 09:53:00,51.0,51.0,92.0,29.36,10.0,South,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-26,Dec,26,10,Thu,134.0
A-512708,MapQuest,201.0,Low,2019-12-26 10:32:13,2019-12-26 12:01:59,43.042019,-83.732552,,,0.0,Accident on Clio Rd at Dartmouth St.,2448.0,W Dartmouth St,R,Flint,Genesee,MI,48504-7146,US,US/Eastern,KFNT,2019-12-26 10:53:00,53.0,53.0,77.0,29.15,10.0,South,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-26,Dec,26,10,Thu,90.0
A-512709,MapQuest,201.0,High,2019-12-26 11:10:21,2019-12-26 12:39:32,42.302055,-83.178505,,,0.0,Right lane blocked and right hand shoulder blocked due to accident on I-94 Westbound at Schaefer Hwy.,,Ford Motor Access,R,Dearborn,Wayne,MI,48120,US,US/Eastern,KDET,2019-12-26 11:22:00,53.0,53.0,83.0,29.35,10.0,SSW,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-26,Dec,26,11,Thu,89.0
A-512710,MapQuest,201.0,Low,2019-12-26 14:55:42,2019-12-26 15:49:30,42.369881,-83.21624,,,0.0,Left lane blocked due to accident on Southfield Fwy Southbound at Elmira St.,11306.0,Southfield Fwy,R,Detroit,Wayne,MI,48227,US,US/Eastern,KDET,2019-12-26 14:53:00,57.0,57.0,77.0,29.31,10.0,SSW,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-26,Dec,26,14,Thu,54.0
A-512711,MapQuest,201.0,High,2019-12-26 15:25:16,2019-12-26 16:16:18,42.377731,-83.217461,,,1.04999995232,Exit ramp from I-96 Eastbound at Exit 183 to M-39 Southbound shoulder blocked due to accident.,,Southfield Fwy,R,Detroit,Wayne,MI,48228,US,US/Eastern,KDET,2019-12-26 15:43:00,58.0,58.0,78.0,29.33,10.0,SSW,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-26,Dec,26,15,Thu,51.0
A-512712,MapQuest,201.0,High,2019-12-26 17:27:53,2019-12-26 18:19:17,41.877102,-83.39576,,,0.0,Right lane blocked due to accident on I-75 Northbound at Exit 11 Laplaisance Rd.,,Detroit Toledo Expy S,R,Monroe,Monroe,MI,48161,US,US/Eastern,KTTF,2019-12-26 17:35:00,58.0,58.0,87.0,29.36,10.0,SSW,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2019,2019-12-26,Dec,26,17,Thu,51.0
A-512713,MapQuest,406.0,High,2019-12-26 18:04:04,2019-12-26 18:33:45,42.476952,-83.11158,,,0.469999998808,Entry ramp to I-75 Northbound at Exit 18 from I-696 Eastbound closed due to accident.,,I-696 W,R,Madison Heights,Oakland,MI,48071,US,US/Eastern,KVLL,2019-12-26 17:55:00,53.0,53.0,95.0,29.25,10.0,Calm,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,2019,2019-12-26,Dec,26,18,Thu,30.0
A-512714,MapQuest,201.0,Low,2019-12-26 23:14:29,2019-12-26 23:43:56,42.404877,-83.15943100000001,,,0.0,Left hand shoulder blocked and left lane blocked due to accident on M-10 John C Lodge Fwy Southbound at Wyoming St.,,John C Lodge Fwy S,R,Detroit,Wayne,MI,48238,US,US/Eastern,KDET,2019-12-26 22:53:00,56.0,56.0,93.0,29.37,10.0,SW,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-26,Dec,26,23,Thu,29.0
A-512715,MapQuest,201.0,High,2019-12-26 23:50:44,2019-12-27 01:25:57,42.391445,-83.006378,,,0.0,Right lane blocked due to accident on I-94 Westbound at Exit 219 M-3 Gratiot Ave.,,Gratiot Ave,R,Detroit,Wayne,MI,48213,US,US/Eastern,KDET,2019-12-26 23:53:00,54.0,54.0,97.0,29.36,10.0,SSW,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-26,Dec,26,23,Thu,95.0
A-512716,MapQuest,201.0,High,2019-12-27 00:40:12,2019-12-27 01:25:33,42.366711,-83.057549,,,0.0,Right lane blocked and right hand shoulder blocked due to accident on I-75 Northbound at Exits 52 53A 53B 54 I-94 Exits 215C 216A.,,Chrysler Expy S,R,Detroit,Wayne,MI,48211,US,US/Eastern,KDET,2019-12-27 00:53:00,54.0,54.0,97.0,29.34,10.0,SSW,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2019,2019-12-27,Dec,27,0,Fri,45.0
A-512717,MapQuest,201.0,High,2019-12-26 11:41:11,2019-12-26 14:30:47,41.938309,-71.469963,,,1.54999995232,Accident on entry ramp to I-295 Northbound from RI-146 Northbound.,,Eddie Dowling Hwy N,R,Lincoln,Providence,RI,02865,US,US/Eastern,KSFZ,2019-12-26 11:56:00,40.0,34.0,65.0,29.86,10.0,NE,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-26,Dec,26,11,Thu,170.0
A-512718,MapQuest,201.0,High,2019-12-26 12:59:10,2019-12-26 13:28:50,42.949219,-71.474686,,,0.0,Accident on I-293 Southbound at Everett Tpke.,,I-293 S,R,Bedford,Hillsborough,NH,03110,US,US/Eastern,KMHT,2019-12-26 12:53:00,36.0,31.0,64.0,30.11,10.0,East,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-26,Dec,26,12,Thu,30.0
A-512719,MapQuest,201.0,High,2019-12-26 13:57:26,2019-12-26 15:27:26,42.590977,-72.619232,,,0.0,Accident on I-91 Northbound at Exit 26 MA-2 Mohawk Trl.,,I-91 N,R,Greenfield,Franklin,MA,01301,US,US/Eastern,KORE,2019-12-26 13:52:00,39.0,34.0,57.0,29.75,10.0,ESE,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-26,Dec,26,13,Thu,90.0
A-512720,MapQuest,241.0,High,2019-12-26 15:41:20,2019-12-26 16:56:44,43.603729,-73.731392,,,0.0,Lane blocked due to accident on I-87 Southbound at Exit 24 CR-11 Bolton Landing-Riverbank Rd.,,Adirondack Northway S,R,Warrensburg,Warren,NY,12885,US,US/Eastern,KGFL,2019-12-26 15:53:00,33.0,33.0,66.0,29.98,10.0,Calm,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-26,Dec,26,15,Thu,75.0
A-512721,MapQuest,201.0,High,2019-12-26 15:53:14,2019-12-26 18:29:06,42.699753,-73.708275,,,0.0,Right lane blocked due to accident on I-787 Southbound at Exits 7E 7W NY-378.,,State Highway 378,R,Albany,Albany,NY,12204,US,US/Eastern,KALB,2019-12-26 15:51:00,39.0,39.0,55.0,30.03,10.0,East,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-26,Dec,26,15,Thu,156.0
A-512722,MapQuest,201.0,High,2019-12-26 16:23:03,2019-12-26 17:22:44,41.76987800000001,-72.68264,,,0.0,Accident on I-84 Eastbound at Exit 48 Spring St.,,Myrtle St,R,Hartford,Hartford,CT,06103,US,US/Eastern,KHFD,2019-12-26 16:53:00,39.0,36.0,67.0,30.38,10.0,NNE,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2019,2019-12-26,Dec,26,16,Thu,60.0
